Income,Kidhome,Teenhome,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Z_CostContact,Z_Revenue,Response,Age,Customer_Days,marital_Divorced,marital_Married,marital_Single,marital_Together,marital_Widow,education_2n Cycle,education_Basic,education_Graduation,education_Master,education_PhD,MntTotal,MntRegularProds,AcceptedCmpOverall,Marital_Status,Education,Total_Spent,Cluster,PCA1,PCA2
81246.0,0,0,87,398,190,537,61,156,37,1,4,5,7,1,1,0,0,1,0,0,3,11,0,56,2341,0,0,1,0,0,0,0,1,0,0,1342,1305,2,Single,Graduation,1379,3,3.9050983289623495,-2.3861675114817684
24027.0,1,0,7,14,7,11,11,0,5,2,2,0,3,8,0,0,0,0,0,0,3,11,0,44,2544,0,1,0,0,0,0,0,1,0,0,43,38,0,Married,Graduation,48,0,-2.517095636176155,-0.46768836828386445
55707.0,0,1,91,208,7,82,30,66,35,2,3,2,9,3,0,0,0,0,0,0,3,11,0,67,2348,0,1,0,0,0,0,0,0,0,1,393,358,0,Married,PhD,428,2,0.03786616953902141,-0.169343186559071
57959.0,0,1,71,430,16,322,43,24,33,5,4,7,11,3,0,0,0,0,0,0,3,11,0,65,2582,0,0,1,0,0,0,0,1,0,0,835,802,0,Single,Graduation,868,2,1.3696751655674662,1.241415502393698
56796.0,0,1,24,656,38,161,62,47,37,3,8,9,7,7,0,0,0,0,0,0,3,11,0,51,2657,0,1,0,0,0,0,0,1,0,0,964,927,0,Married,Graduation,1001,1,2.025716449452491,0.8996844240226781
36230.0,1,0,17,14,2,30,8,2,3,1,2,0,4,5,0,0,0,0,0,0,3,11,0,49,2414,0,0,1,0,0,0,0,0,1,0,56,53,0,Single,Master,59,0,-2.2028602287588943,-0.7661449843062678
70829.0,1,1,87,141,70,106,72,19,23,2,4,2,8,3,0,0,0,0,0,0,3,11,0,40,2369,0,1,0,0,0,1,0,0,0,0,408,385,0,Married,2n Cycle,431,2,0.587788094015122,-0.480779314670962
65991.0,0,1,21,507,19,364,25,47,9,3,9,5,10,7,0,0,0,0,0,0,3,11,0,44,2819,0,1,0,0,0,0,0,1,0,0,962,953,0,Married,Graduation,971,1,1.7555168216402337,1.1803607899343516
38988.0,1,2,90,164,24,103,12,3,42,7,5,1,6,8,0,0,0,0,0,0,3,11,0,48,2837,0,1,0,0,0,0,0,1,0,0,306,264,0,Married,Graduation,348,2,-0.9890648074860245,2.101404832701329
89572.0,0,0,44,606,24,974,197,194,64,1,7,7,9,4,0,1,0,1,0,0,3,11,1,54,2811,0,0,1,0,0,1,0,0,0,0,1995,1931,2,Single,2n Cycle,2059,3,5.580335310183061,-1.7243327975525065
42207.0,1,0,71,116,11,72,3,17,46,4,4,1,5,6,1,0,0,0,0,0,3,11,1,36,2613,0,1,0,0,0,0,0,0,1,0,219,173,1,Married,Master,265,0,-1.2018170854838708,0.8107008014244393
50300.0,0,1,52,143,15,60,24,23,5,2,2,1,8,2,0,0,0,0,0,0,3,11,0,68,2194,0,1,0,0,0,0,0,1,0,0,265,260,0,Married,Graduation,270,0,-0.9128762267425714,-0.3351407749662869
66664.0,0,0,78,398,96,447,220,96,32,1,5,7,6,3,0,0,0,0,0,0,3,11,0,38,2801,0,0,0,1,0,1,0,0,0,0,1257,1225,0,Together,2n Cycle,1289,3,3.4769931935593226,-2.06217258647802
60597.0,0,1,2,522,0,257,32,16,66,4,2,2,8,7,0,0,0,1,0,0,3,11,1,56,2338,0,1,0,0,0,0,0,1,0,0,827,761,1,Married,Graduation,893,2,0.21328211680046505,0.7257801873468424
70165.0,0,0,60,161,0,253,199,191,122,1,3,7,11,1,0,0,0,0,0,0,3,11,0,71,2439,0,0,0,0,1,0,0,1,0,0,804,682,0,Widow,Graduation,926,3,3.5999970600449127,-1.6452673171508798
50520.0,0,1,25,112,0,6,2,1,14,2,3,1,3,6,0,0,0,0,0,0,3,11,0,62,2311,0,0,0,0,1,0,0,0,0,1,121,107,0,Widow,PhD,135,0,-1.789746698217802,-0.13501815342595264
33183.0,1,0,46,7,5,39,17,15,37,2,4,0,3,7,0,0,0,0,0,0,3,11,0,45,2284,0,1,0,0,0,0,0,1,0,0,83,46,0,Married,Graduation,120,0,-1.8425565410544313,-0.13307730822199496
66582.0,0,0,83,789,25,420,16,38,0,1,2,8,9,1,0,0,0,0,0,0,3,11,0,51,2277,0,0,1,0,0,0,0,0,0,1,1288,1288,0,Single,PhD,1288,1,1.690129862003793,-0.6536919763962451
75261.0,0,0,17,1239,17,413,23,34,17,1,5,6,5,2,0,1,1,0,0,0,3,11,1,65,2591,0,0,0,1,0,0,0,0,0,1,1726,1709,2,Together,PhD,1743,1,1.9182738993062713,-0.021860326596315857
31880.0,1,0,13,4,1,5,2,0,3,1,1,0,2,8,0,0,0,0,0,0,3,11,0,50,2765,0,0,0,0,1,0,0,1,0,0,12,9,0,Widow,Graduation,15,0,-2.677863190826806,-1.0034707147892117
53790.0,0,2,86,335,42,127,28,5,5,3,7,2,8,6,0,0,0,0,0,0,3,11,0,69,2274,0,1,0,0,0,0,0,1,0,0,537,532,0,Married,Graduation,542,2,0.1140811195166321,0.8807485015560346
49269.0,1,0,92,639,8,166,11,8,58,3,7,3,12,7,0,0,0,0,0,0,3,11,0,49,2842,0,0,0,1,0,0,0,0,0,1,832,774,0,Together,PhD,890,2,0.8446717858649678,1.7006107572605234
61456.0,0,1,47,563,76,384,84,192,89,4,6,10,13,4,0,0,0,0,0,0,3,11,0,45,2618,0,1,0,0,0,0,0,1,0,0,1299,1210,0,Married,Graduation,1388,3,4.616665177745346,0.18373023571882727
37406.0,1,0,18,2,0,8,2,2,3,1,1,0,2,8,0,0,0,0,0,0,3,11,1,40,2421,0,1,0,0,0,0,0,1,0,0,14,11,0,Married,Graduation,17,0,-2.569143249234221,-1.011755060503376
56937.0,1,0,81,746,8,125,11,8,8,7,8,6,9,6,0,1,0,0,0,0,3,11,1,39,2853,0,0,0,1,0,0,0,0,0,1,898,890,1,Together,PhD,906,2,0.8810970327250626,3.1000451077959292
38415.0,1,1,91,22,1,13,4,0,4,2,1,0,3,7,0,0,0,0,0,0,3,11,0,42,2702,0,1,0,0,0,0,0,1,0,0,40,36,0,Married,Graduation,44,0,-2.4197221918117715,-0.5528625460861205
20518.0,1,0,58,4,1,6,4,1,9,1,1,1,2,5,0,0,0,0,0,0,3,11,0,32,2201,0,0,1,0,0,0,0,1,0,0,16,7,0,Single,Graduation,25,0,-2.6969997715267096,-0.9827115238004136
62503.0,0,1,40,478,0,193,110,75,117,4,8,3,11,5,0,0,0,0,0,0,3,11,0,64,2655,0,1,0,0,0,0,0,1,0,0,856,739,0,Married,Graduation,973,2,2.2098249161782464,1.506151759062956
41644.0,1,1,67,20,3,4,2,0,2,2,1,0,3,3,0,0,0,0,0,0,3,11,0,48,2210,0,0,1,0,0,0,0,0,0,1,29,27,0,Single,PhD,31,0,-2.3879268905515785,-0.5648761128777539
55842.0,0,1,19,451,0,39,0,4,24,1,7,1,8,5,0,0,0,0,0,0,3,11,0,43,2196,0,1,0,0,0,0,0,0,1,0,494,470,0,Married,Master,518,2,-0.3704029071482407,0.6967356968040169
62010.0,0,1,93,371,22,39,6,0,92,4,6,2,7,5,0,0,0,0,0,0,3,11,0,48,2773,0,1,0,0,0,0,0,0,0,1,438,346,0,Married,PhD,530,2,0.06383481151681468,1.6066068497588744
41124.0,1,0,41,281,7,84,15,0,119,7,7,3,4,8,0,0,0,0,0,0,3,11,0,43,2765,0,1,0,0,0,0,0,1,0,0,387,268,0,Married,Graduation,506,2,-0.3935265659404921,2.724438193565501
38961.0,1,0,60,19,7,19,0,1,24,1,2,1,2,7,0,0,0,0,0,0,3,11,0,47,2340,0,1,0,0,0,0,0,0,1,0,46,22,0,Married,Master,70,0,-2.1451856962043965,-0.7912637359274592
37760.0,1,0,54,26,3,13,2,10,0,1,2,0,3,6,0,0,0,0,0,0,3,11,0,48,2481,1,0,0,0,0,0,0,0,1,0,54,54,0,Divorced,Master,54,0,-2.2679548495165633,-0.8216205076785591
32233.0,1,0,26,138,15,35,25,11,72,2,6,2,2,9,1,0,0,0,0,0,3,11,1,46,2838,0,0,1,0,0,0,0,1,0,0,224,152,1,Single,Graduation,296,0,-1.1400415985273393,0.25848425010906645
43057.0,0,1,30,213,2,44,0,2,5,4,4,2,5,5,0,0,0,0,0,0,3,11,0,45,2401,0,1,0,0,0,0,0,1,0,0,261,256,0,Married,Graduation,266,0,-1.4109797129390516,0.8942169960249049
83151.0,0,0,93,407,28,100,120,74,18,1,5,9,4,3,0,0,0,0,0,0,3,11,0,60,2786,0,0,0,1,0,0,0,0,1,0,729,711,0,Together,Master,747,1,1.9795344720614563,-1.0092136925687456
78825.0,0,0,35,483,74,114,169,37,18,1,5,10,13,3,0,0,0,0,0,0,3,11,1,56,2812,1,0,0,0,0,0,0,0,0,1,877,859,0,Divorced,PhD,895,1,3.374850356533778,-0.7430349006601933
65104.0,0,1,4,738,0,232,13,20,50,2,3,5,7,7,0,0,0,0,0,0,3,11,0,44,2386,0,0,0,1,0,0,0,0,1,0,1003,953,0,Together,Master,1053,1,0.7120012361274295,0.2652759461237449
60093.0,0,1,92,502,12,109,16,6,90,2,7,2,10,6,0,0,0,0,0,0,3,11,0,46,2527,0,1,0,0,0,0,0,1,0,0,645,555,0,Married,Graduation,735,2,0.7056142957116669,1.230686682739912
14045.0,1,0,24,11,0,5,2,1,1,1,1,0,3,7,0,0,0,0,0,0,3,11,0,51,2313,0,1,0,0,0,0,0,1,0,0,19,18,0,Married,Graduation,20,0,-2.896799574886965,-0.9326129163675689
28457.0,0,0,96,24,1,108,29,29,14,1,4,1,4,8,0,0,0,0,0,0,3,11,0,68,2768,0,0,0,0,1,1,0,0,0,0,191,177,0,Widow,2n Cycle,205,0,-1.5252312620891884,-0.6360458719857706
78952.0,0,1,11,1170,19,594,99,76,134,2,2,5,12,6,0,0,0,0,0,0,3,11,0,62,2802,0,0,0,1,0,0,0,0,0,1,1958,1824,0,Together,PhD,2092,1,3.8041658843469013,-0.13032182328756392
46310.0,1,0,99,185,2,88,15,5,14,2,6,1,5,8,0,0,0,0,0,0,3,11,0,44,2732,1,0,0,0,0,0,0,1,0,0,295,281,0,Divorced,Graduation,309,0,-1.0598148393151565,0.4201104744953951
76005.0,0,0,72,983,20,389,240,50,40,1,3,5,13,6,0,0,0,1,0,0,3,11,0,65,2651,0,0,0,1,0,0,0,1,0,0,1682,1642,1,Together,Graduation,1722,1,3.62511468467942,-0.9602596779696988
58308.0,0,1,77,691,0,69,10,0,130,4,2,6,3,8,0,0,0,0,0,0,3,11,0,56,2692,0,0,1,0,0,0,0,0,1,0,770,640,0,Single,Master,900,2,0.1336253837190548,1.0660535796820312
55614.0,0,0,85,504,13,131,8,0,26,1,9,4,6,7,0,1,0,0,0,0,3,11,0,76,2373,1,0,0,0,0,0,0,0,0,1,656,630,1,Divorced,PhD,682,2,0.3198586338147332,0.8075862572965656
59432.0,0,1,88,317,25,265,25,19,12,3,5,3,11,5,0,0,0,0,0,0,3,11,0,58,2601,1,0,0,0,0,0,0,0,1,0,651,639,0,Divorced,Master,663,2,0.6449151752519849,0.6535208189667097
55563.0,0,1,22,29,1,9,2,0,2,1,2,0,3,3,0,0,0,0,0,0,3,11,0,42,2244,1,0,0,0,0,0,0,1,0,0,41,39,0,Divorced,Graduation,43,0,-2.0374504714184107,-0.7678526181182739
78642.0,0,1,83,1396,0,322,46,35,17,1,4,9,4,6,0,0,0,0,0,0,3,11,0,49,2593,0,0,0,1,0,0,0,0,0,1,1799,1782,0,Together,PhD,1816,1,2.1951819965040555,-0.07117797631160382
67911.0,0,1,63,529,0,356,63,28,0,3,6,7,11,3,0,0,0,0,0,0,3,11,0,71,2197,0,0,0,1,0,0,0,0,0,1,976,976,0,Together,PhD,976,1,1.7709880509218512,0.766349881257584
65275.0,0,0,9,388,14,218,91,14,21,1,4,3,13,2,0,0,0,0,0,0,3,11,0,76,2611,0,1,0,0,0,0,0,1,0,0,725,704,0,Married,Graduation,746,1,1.1715596568645006,-0.24497972439473095
27203.0,1,1,92,13,2,21,4,0,24,2,1,1,2,8,0,0,0,0,0,0,3,11,0,70,2851,0,0,0,1,0,0,0,1,0,0,40,16,0,Together,Graduation,64,0,-2.483082885862814,-0.568999246231102
48330.0,0,1,2,28,0,4,0,0,0,1,1,0,3,5,0,0,0,0,0,0,3,11,0,59,2385,0,0,0,1,0,0,0,0,1,0,32,32,0,Together,Master,32,0,-2.298812126968347,-0.9316331581669506
24279.0,0,0,6,16,36,21,20,62,108,1,4,1,3,8,0,0,0,0,0,0,3,11,0,30,2706,0,1,0,0,0,0,1,0,0,0,155,47,0,Married,Basic,263,0,-0.942054479836018,-0.6998580049004907
64355.0,1,0,66,1047,0,140,67,38,153,2,4,3,12,8,0,0,0,0,0,0,3,11,0,35,2833,0,1,0,0,0,0,0,0,0,1,1292,1139,0,Married,PhD,1445,1,2.1459100723127187,1.028808646446243
53653.0,0,0,29,815,10,239,28,10,108,2,10,4,12,6,0,0,0,0,0,0,3,11,0,67,2758,0,0,0,0,1,0,0,1,0,0,1102,994,0,Widow,Graduation,1210,2,1.9888716642175335,1.9317552532010072
65665.0,0,1,77,225,162,387,106,36,29,1,5,10,8,3,0,0,0,0,0,0,3,11,0,44,2368,0,1,0,0,0,0,0,1,0,0,916,887,0,Married,Graduation,945,3,3.1807583682836853,-1.619187105543335
81217.0,0,0,77,493,70,324,146,40,84,1,3,7,11,1,0,0,0,0,0,0,3,11,0,31,2504,0,0,1,0,0,0,0,1,0,0,1073,989,0,Single,Graduation,1157,1,3.182558566084394,-1.0504024488332906
34935.0,0,0,71,34,4,66,3,10,20,1,2,1,4,7,0,0,0,0,0,0,3,11,0,28,2532,0,1,0,0,0,0,0,1,0,0,117,97,0,Married,Graduation,137,0,-1.8871683598203,-0.745306333706699
61250.0,0,1,49,382,138,65,60,26,59,6,5,2,12,5,0,0,0,0,0,0,3,11,0,61,2719,1,0,0,0,0,0,0,1,0,0,671,612,0,Divorced,Graduation,730,2,1.6847897703436583,1.315199447558868
39665.0,1,0,97,127,1,56,0,1,31,3,4,2,3,7,1,0,0,0,0,0,3,11,0,39,2559,0,0,0,1,0,0,0,0,0,1,185,154,1,Together,PhD,216,0,-1.5971278313857884,0.4525368010139928
60152.0,0,1,6,325,83,300,86,58,91,1,6,4,12,3,0,0,0,0,0,0,3,11,0,41,2617,0,0,1,0,0,0,0,1,0,0,852,761,0,Single,Graduation,943,3,2.5158406226634455,-0.45284700483313645
48920.0,0,2,93,238,17,68,8,10,6,3,6,2,5,7,0,1,0,0,0,0,3,11,0,56,2411,0,1,0,0,0,0,0,1,0,0,341,335,1,Married,Graduation,347,2,-0.8124093178223312,0.7275404973454036
89120.0,0,0,78,1168,92,408,72,129,55,1,5,6,7,1,0,0,1,0,0,0,3,11,0,61,2263,0,0,0,1,0,0,0,0,1,0,1869,1814,1,Together,Master,1924,3,4.020572487894453,-0.919938275333405
44124.0,0,1,62,284,0,55,0,6,52,4,6,2,5,8,0,0,0,0,0,0,3,11,0,74,2573,0,0,0,1,0,0,0,0,0,1,345,293,0,Together,PhD,397,2,-0.8723833056360046,1.4177648292772522
81169.0,0,0,47,1288,20,613,80,61,27,1,5,7,9,2,0,0,0,0,0,0,3,11,0,45,2600,0,0,1,0,0,0,0,0,1,0,2062,2035,0,Single,Master,2089,1,3.505921621747169,-0.271451689978239
36443.0,1,1,9,65,0,46,4,3,20,4,3,1,3,8,0,0,0,0,0,0,3,11,0,59,2670,0,1,0,0,0,0,0,1,0,0,118,98,0,Married,Graduation,138,0,-2.0030804173414034,0.5379169141987232
26095.0,1,0,77,11,7,9,3,1,11,1,1,0,3,7,0,0,0,0,0,0,3,11,0,30,2523,0,0,1,0,0,0,0,1,0,0,31,20,0,Single,Graduation,42,0,-2.560230469452814,-0.9383004384297553
71367.0,0,0,24,227,23,389,42,21,75,1,4,5,7,2,0,0,0,0,0,0,3,11,0,61,2469,0,0,0,1,0,0,0,1,0,0,702,627,0,Together,Graduation,777,1,1.1518855700174484,-0.5686977701649698
80184.0,0,0,19,1035,134,670,25,38,0,1,6,3,10,3,0,0,1,1,0,0,3,11,0,76,2279,0,1,0,0,0,0,0,0,1,0,1902,1902,2,Married,Master,1902,1,3.267685636624816,-0.6406383118680076
30630.0,1,1,67,27,1,12,2,0,10,2,2,0,3,7,0,0,0,0,0,0,3,11,0,55,2312,1,0,0,0,0,0,0,1,0,0,42,32,0,Divorced,Graduation,52,0,-2.448402394251109,-0.35489993230762124
73454.0,0,0,95,982,73,351,56,14,175,1,2,4,6,5,1,0,0,0,0,0,3,11,0,33,2279,0,0,1,0,0,0,0,0,1,0,1476,1301,1,Single,Master,1651,1,2.3634979895053463,-0.4526766954405771
42691.0,0,0,48,179,2,64,38,17,58,1,5,1,6,5,0,0,0,0,0,0,3,11,0,29,2476,0,1,0,0,0,0,0,1,0,0,300,242,0,Married,Graduation,358,0,-0.717970998585001,-0.08303318483743832
70503.0,0,0,73,1379,33,216,0,33,66,1,2,4,9,6,0,1,1,0,0,0,3,11,0,67,2796,0,1,0,0,0,0,0,1,0,0,1661,1595,2,Married,Graduation,1727,1,1.7649346993188142,0.13945115543286127
25545.0,1,0,35,32,1,64,16,12,85,3,2,2,3,6,0,0,0,0,0,0,3,11,1,33,2818,0,1,0,0,0,0,0,1,0,0,125,40,0,Married,Graduation,210,0,-1.6866773567133864,0.06709228994958685
32880.0,1,0,76,8,4,15,7,6,2,1,1,0,3,8,0,0,0,0,0,0,3,11,0,34,2731,0,1,0,0,0,0,0,1,0,0,40,38,0,Married,Graduation,42,0,-2.441154577981068,-0.9993664880676406
77863.0,0,0,20,881,38,319,16,25,12,1,4,5,10,2,0,0,0,0,0,0,3,11,0,62,2373,0,0,0,1,0,0,0,0,0,1,1279,1267,0,Together,PhD,1291,1,1.7806865599204662,-0.1012430517832953
50353.0,0,0,72,141,15,153,67,31,35,1,4,4,6,3,0,0,0,0,0,0,3,11,0,43,2180,0,1,0,0,0,0,0,0,1,0,407,372,0,Married,Master,442,2,0.06379393160543748,-0.6919994068600234
61839.0,0,0,20,1000,155,379,224,17,120,1,4,8,4,8,0,0,0,0,0,0,3,11,0,56,2845,0,0,1,0,0,0,0,1,0,0,1775,1655,0,Single,Graduation,1895,3,4.02561217047395,-1.6465283085274345
49154.0,1,1,69,206,10,67,30,27,71,6,4,1,8,6,0,0,0,0,0,0,3,11,0,60,2397,0,1,0,0,0,0,0,0,0,1,340,269,0,Married,PhD,411,2,-0.3906744659018862,1.7027662714095035
47682.0,0,1,80,162,61,83,97,57,61,4,4,3,8,5,0,0,0,0,0,0,3,11,0,45,2658,0,0,0,0,1,1,0,0,0,0,460,399,0,Widow,2n Cycle,521,2,0.7889226218118486,0.16646019504142417
72679.0,0,1,65,619,54,260,127,54,54,1,4,7,5,1,0,0,0,0,0,0,3,11,0,51,2443,0,0,1,0,0,0,0,1,0,0,1114,1060,0,Single,Graduation,1168,1,2.26895536677424,-1.093717806686689
57954.0,1,1,52,456,4,24,0,0,9,7,8,2,6,7,0,1,0,0,0,0,3,11,0,43,2170,0,0,0,1,0,0,0,0,1,0,484,475,1,Together,Master,493,2,-0.49744802588990406,2.928894375351692
65316.0,1,1,65,112,6,92,3,9,38,2,3,2,5,4,0,0,0,0,0,0,3,11,0,58,2590,0,1,0,0,0,0,0,1,0,0,222,184,0,Married,Graduation,260,0,-0.8325852601912737,-0.0859144674581609
28567.0,1,0,57,11,3,22,2,2,6,2,2,0,3,6,0,0,0,0,0,0,3,11,0,38,2536,0,0,1,0,0,0,0,1,0,0,40,34,0,Single,Graduation,46,0,-2.4764670974661516,-0.4091173882119542
47352.0,0,1,70,172,12,112,8,0,15,4,6,1,5,7,0,0,0,0,0,0,3,11,0,69,2603,0,0,0,1,0,0,0,0,1,0,304,289,0,Together,Master,319,2,-1.0485061484922746,1.117139534983323
44931.0,0,1,0,78,0,11,0,0,7,1,2,1,3,5,0,0,0,0,0,0,3,11,0,53,2321,0,0,0,1,0,0,0,1,0,0,89,82,0,Together,Graduation,96,0,-2.0470194968223607,-0.7141572698314979
76982.0,0,0,19,464,151,292,65,60,30,1,8,3,4,4,0,0,1,0,0,0,3,11,1,53,2293,1,0,0,0,0,0,0,1,0,0,1032,1002,1,Divorced,Graduation,1062,3,2.3110036881250418,-0.9965563140610368
57247.0,0,1,50,99,4,32,37,54,6,2,2,1,7,2,0,0,0,0,0,0,3,11,0,68,2484,0,0,0,1,0,1,0,0,0,0,226,220,0,Together,2n Cycle,232,0,-0.7561449276661327,-0.5437836691247044
22944.0,1,0,67,19,3,19,4,5,26,3,3,0,3,7,0,0,0,0,0,0,3,11,0,39,2347,0,0,1,0,0,0,0,0,1,0,50,24,0,Single,Master,76,0,-2.36488387684093,0.18082425669073157
25315.0,1,0,46,1,9,8,11,3,22,3,3,0,3,8,0,0,0,0,0,0,3,11,0,43,2393,0,0,0,1,0,1,0,0,0,0,32,10,0,Together,2n Cycle,54,0,-2.3094522784298053,0.10354559093368257
43638.0,0,1,37,63,10,83,7,19,19,2,4,1,4,7,0,0,0,0,0,0,3,11,0,51,2851,0,0,0,0,1,0,0,1,0,0,182,163,0,Widow,Graduation,201,0,-1.3861084464599807,-0.14235922024002143
42710.0,1,0,38,252,3,42,4,3,102,2,4,5,3,6,0,0,0,0,0,0,3,11,0,36,2737,0,0,1,0,0,0,0,0,0,1,304,202,0,Single,PhD,406,2,-0.655931311040677,0.32315783710821494
84169.0,0,0,9,1478,19,403,0,19,0,1,7,6,6,3,0,1,1,0,0,0,3,11,1,38,2485,0,1,0,0,0,0,0,0,0,1,1919,1919,2,Married,PhD,1919,1,2.2692534952642758,0.6457477956202083
54058.0,0,1,56,198,18,252,32,108,54,2,4,6,8,3,0,0,0,0,0,0,3,11,0,44,2549,0,0,0,1,0,0,0,1,0,0,608,554,0,Together,Graduation,662,1,1.2502943093723484,-0.4444434848588015
24683.0,1,0,98,8,4,10,6,7,6,2,2,0,4,5,0,0,0,0,0,0,3,11,0,30,2272,0,1,0,0,0,1,0,0,0,0,35,29,0,Married,2n Cycle,41,0,-2.3944353714959825,-0.3727300536599951
85620.0,0,0,68,416,46,925,60,107,46,1,3,6,4,1,0,0,0,0,0,0,3,11,1,56,2332,0,0,0,0,1,0,0,1,0,0,1554,1508,0,Widow,Graduation,1600,1,2.927551178725273,-1.955383701496398
47850.0,1,0,72,42,7,43,20,12,10,1,3,0,4,6,0,0,0,0,0,0,3,11,0,40,2367,0,1,0,0,0,0,0,1,0,0,124,114,0,Married,Graduation,134,0,-1.635112415401981,-0.6818243129425875
19514.0,1,1,47,14,3,21,2,1,28,4,3,1,2,8,1,0,0,0,0,0,3,11,1,52,2313,0,1,0,0,0,0,0,1,0,0,41,13,1,Married,Graduation,69,0,-2.450977058974942,0.5097447570693057
27159.0,1,1,33,17,0,3,0,0,1,2,1,0,3,6,0,0,0,0,0,0,3,11,0,47,2251,0,1,0,0,0,0,0,0,1,0,20,19,0,Married,Master,21,0,-2.6943101204346167,-0.5482339841528586
39548.0,1,1,87,15,4,10,3,4,18,2,1,1,3,3,0,0,0,0,0,0,3,11,0,57,2249,0,0,1,0,0,1,0,0,0,0,36,18,0,Single,2n Cycle,54,0,-2.170402550132762,-0.5494019384966793
21474.0,1,0,0,6,16,24,11,0,34,2,3,1,2,7,1,0,0,0,0,0,3,11,1,31,2241,0,0,1,0,0,0,0,1,0,0,57,23,1,Single,Graduation,91,0,-2.221863587058971,-0.3407481789418166
60504.0,0,1,73,458,0,24,6,4,34,2,6,2,8,6,0,0,0,0,0,0,3,11,0,49,2301,0,0,1,0,0,0,0,0,0,1,492,458,0,Single,PhD,526,2,-0.19465390308755645,0.9271606315788039
22419.0,0,0,74,30,3,47,19,21,42,1,3,2,2,8,0,0,0,0,0,0,3,11,0,57,2596,0,1,0,0,0,0,0,1,0,0,120,78,0,Married,Graduation,162,0,-1.8534067140567045,-0.7278672179011653
81698.0,0,0,4,179,28,520,111,123,47,1,3,8,13,1,0,0,0,0,0,0,3,11,1,71,2394,0,1,0,0,0,0,0,0,1,0,961,914,0,Married,Master,1008,3,3.410374694539959,-1.4383436096972602
43462.0,1,1,50,90,17,97,15,6,15,6,4,1,5,8,0,0,0,0,0,0,3,11,0,68,2814,0,0,0,1,0,0,0,1,0,0,225,210,0,Together,Graduation,240,2,-1.3195458454057991,1.375879031874935
54880.0,1,0,57,308,85,137,102,45,118,2,6,2,11,5,0,0,0,0,0,0,3,11,0,42,2644,0,0,1,0,0,0,0,0,0,1,677,559,0,Single,PhD,795,3,1.933157271738524,0.06592848826949566
79908.0,0,0,30,557,129,761,29,185,111,1,5,6,7,2,0,0,1,0,0,0,3,11,0,38,2609,0,1,0,0,0,0,0,1,0,0,1661,1550,1,Married,Graduation,1772,3,4.524360925068212,-1.7463880689751894
15315.0,0,0,27,7,4,13,15,8,17,2,2,0,4,5,0,0,0,0,0,0,3,11,0,50,2489,0,1,0,0,0,1,0,0,0,0,47,30,0,Married,2n Cycle,64,0,-2.4559628375145786,-0.4056594882941809
87771.0,0,1,61,1492,38,287,50,57,33,1,5,10,4,6,0,1,1,1,1,0,3,11,1,61,2562,0,0,0,1,0,0,0,1,0,0,1924,1891,4,Together,Graduation,1957,1,3.1610421694561017,-0.11874523765003842
33039.0,1,0,4,30,8,12,8,8,12,1,2,0,4,5,0,0,0,0,0,0,3,11,0,42,2452,0,1,0,0,0,0,0,1,0,0,66,54,0,Married,Graduation,78,0,-2.140939097358467,-0.7809575510966671
81741.0,0,0,75,249,153,940,58,134,38,0,6,6,7,2,0,0,0,0,0,0,3,11,0,40,2537,0,0,1,0,0,0,0,1,0,0,1534,1496,0,Single,Graduation,1572,3,4.271243170098869,-2.5070112550022516
71499.0,0,1,12,465,25,132,136,0,37,2,8,3,13,4,0,0,0,0,0,0,3,11,0,49,2528,0,0,0,1,0,0,0,0,1,0,758,721,0,Together,Master,795,1,1.8911391224739011,0.7889443173790966
62466.0,0,1,13,129,129,259,168,121,83,5,6,3,12,4,0,0,0,0,0,0,3,11,0,50,2324,0,1,0,0,0,1,0,0,0,0,806,723,0,Married,2n Cycle,889,3,3.3442773240113075,-0.017240521497100095
48799.0,0,1,9,174,18,81,28,6,24,3,3,2,7,3,0,0,0,0,0,0,3,11,0,57,2395,1,0,0,0,0,0,0,0,0,1,307,283,0,Divorced,PhD,331,2,-0.7654781526288202,0.23586834946999743
52157.0,0,1,48,189,2,29,3,2,40,2,3,2,5,4,0,0,0,0,0,0,3,11,0,70,2181,0,0,0,1,0,0,0,0,0,1,225,185,0,Together,PhD,265,0,-1.1641740708473478,0.07815537974604916
66565.0,0,1,80,747,10,161,65,40,42,4,4,2,9,8,0,0,0,0,0,0,3,11,0,58,2730,0,0,1,0,0,0,0,1,0,0,1023,981,0,Single,Graduation,1065,2,1.004248973986065,0.9877042596611518
29298.0,1,1,60,6,0,2,2,0,1,1,1,0,2,5,0,0,0,0,0,0,3,11,0,69,2454,0,0,0,1,0,0,0,0,1,0,10,9,0,Together,Master,11,0,-2.736755468807361,-0.9835195418867944
47691.0,0,1,43,14,0,3,0,0,4,1,1,0,2,6,0,0,0,0,0,0,3,11,0,41,2518,0,0,1,0,0,0,0,1,0,0,17,13,0,Single,Graduation,21,0,-2.3994674236298508,-0.9746801236786742
